No,Type,Name,M,WS,BS,A,W,Ld,Sv,N,Pt,Weapon,Type,Rng,A,SAP,SAT,Abilties,Keywords,Options
3,HQ,Hive Tyrant,"9""",2+,3+,1,2,8,5+,1,9,,,,,,,"The Will of the Hive Mind: At the start of the Generate Command Assets step, if this unit is a Warlord and is on the battlefield, you generate one extra Command Asset.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Psyker, Character, Synapse Creature, Hive Tyrant","per Unit: Instead of 1 Monstrous Scything Talons, this unit can be equipped with one of the following: Deathspitters with Slimer Maggots; Devourers with Brainleech Worms; Monstrous Bio-weapons.; per Unit: Instead of 1 Heavy Venom Cannon, this unit can be equipped with one of the following: Deathspitters with Slimer Maggots; Devourers with Brainleech Worms; Monstrous Bio-weapons; Monstrous Scything Talons; Stranglethorn Cannon.; per Unit (Power Rating +2): This unit can have Wings (Power Rating +2)"
3,,,,,,,,,,,,,,,,,,A Hive Tyrant is a unit that contains 1 model. It is equipped with: Heavy Venom Cannon; Monstrous Scything Talons; Prehensile Pincer Tail.,,
3,,,,,,,,,,,,,,,,,,"Instead of 1 Monstrous Scything Talons, this unit can be equipped with one of the following: Deathspitters with Slimer Maggots; Devourers with Brainleech Worms; Monstrous Bio-weapons.",,
3,,,,,,,,,,,,,,,,,,"Instead of 1 Heavy Venom Cannon, this unit can be equipped with one of the following: Deathspitters with Slimer Maggots; Devourers with Brainleech Worms; Monstrous Bio-weapons; Monstrous Scything Talons; Stranglethorn Cannon.",,
3,,,,,,,,,,,,,,,,,,"This unit can have Wings (Power Rating +2). If this unit has Wings, it:",,
3,,,,,,,,,,,,,,,,,,"- Has a Move characteristic of 16"".",,
3,,,,,,,,,,,,,,,,,,- Has the following additional abilities: Deep Strike.,,
3,,,,,,,,,,,,,,,,,,- Has the following additional keywords: Fly.,,
3,,,,,,,,,,,,Deathspitters with Slimer Maggots,Heavy,"24""",2,5+,8+,,,
3,,,,,,,,,,,,Devourers with Brainleech Worms,Heavy,"18""",3,6+,9+,,,
3,,,,,,,,,,,,Stranglethorn Cannon,Heavy,"36""",1,4+,8+,,,
3,,,,,,,,,,,,Heavy Venom Cannon,Heavy,"36""",1,8+,4+,,,
3,,,,,,,,,,,,Monstrous Bio-weapons,Melee,Melee,x2,6+,7+,,,
3,,,,,,,,,,,,Prehensile Pincer Tail,Melee,Melee,User,8+,8+,,,
3,,,,,,,,,,,,Monstrous Scything Talons,Melee,Melee,User,5+,6+,,,
4,HQ,Tyranid Prime,"6""",2+,3+,1,1,8,6+,1,6,,,,,,,"Alpha Warrior: Add 1 to hit rolls for attacks made by <Hive Fleet> Tyranid Warrior units whilst they are within 6"" of any friendly units with this ability.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Character, Synapse Creature, Tyranid Prime",
4,,,,,,,,,,,,,,,,,,A Tyranid Prime is a unit that contains 1 model. It is equipped with: Ranged Bio-weapons; Melee Bio-weapons.,,
4,,,,,,,,,,,,Ranged Bio-weapons,Small Arms,"24""",User,7+,9+,,,
4,,,,,,,,,,,,Melee Bio-weapons,Melee,Melee,User,7+,7+,,,
5,Troops,Tyranid Warriors,"6""",3+,4+,2,2,7,8+,3,4,,,,,,,,"Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Synapse Creature, Tyranid Warriors","per 6 models (Power Rating 8): It can contain 6 models (Power Rating 8); per 9 models (Power Rating 12): 9 models (Power Rating 12); per weapon (Power Rating +1 per weapon): For every 3 models this unit contains, it can also be equipped with one of the following (Power Rating +1 per weapon): 1 Barbed Strangler; 1 Venom Cannon."
5,,,"6""",3+,4+,4,4,7,8+,6,8,,,,,,,,,
5,,,"6""",3+,4+,6,6,7,8+,9,12,,,,,,,,,
5,,,,,,,,,,,,,,,,,,Tyranid Warriors are a unit that contains 3 models. It can contain 6 models (Power Rating 8) or 9 models (Power Rating 12). It is equipped with: Ranged Bio-weapons; Melee Bio-weapons.,,
5,,,,,,,,,,,,,,,,,,"For every 3 models this unit contains, it can also be equipped with one of the following (Power Rating +1 per weapon): 1 Barbed Strangler; 1 Venom Cannon.",,
5,,,,,,,,,,,,Barbed Strangler,Heavy,"36""",1,7+,9+,,,
5,,,,,,,,,,,,Venom Cannon,Heavy,"36""",1,9+,7+,,,
5,,,,,,,,,,,,Ranged Bio-weapons,Small Arms,"24""",User,7+,9+,,,
5,,,,,,,,,,,,Melee Bio-weapons,Melee,Melee,User,7+,7+,,,
6,Troops,Hormagaunts,"9""",4+,4+,2,2,4,10+,10,2,,,,,,,"Hungering Swarm: If this unit contains 20 or 30 models, re-roll wound rolls of 1 for attacks made with melee weapons by this unit.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Hormagaunts",per 20 models (Power Rating 4): It can contain 20 models (Power Rating 4); per 30 models (Power Rating 7): 30 models (Power Rating 7)
6,,,"9""",4+,4+,4,4,4,10+,20,5,,,,,,,,,
6,,,"9""",4+,4+,6,6,4,10+,30,7,,,,,,,,,
6,,,,,,,,,,,,,,,,,,Hormagaunts are a unit that contains 10 models. It can contain 20 models (Power Rating 4) or 30 models (Power Rating 7). It is equipped with: Scything Talons.,,
6,,,,,,,,,,,,Scything Talons,Melee,Melee,User,6+,9+,,,
7,Troops,Ripper Swarms,"6""",5+,5+,2,2,4,11+,3,2,,,,,,,Deep Strike,"Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Swarm, Rippers",per 6 models (Power Rating 4): It can contain 6 models (Power Rating 4); per 9 models (Power Rating 6): 9 models (Power Rating 6)
7,,,"6""",5+,5+,4,4,4,11+,6,4,,,,,,,,,
7,,,"6""",5+,5+,6,6,4,11+,9,6,,,,,,,,,
7,,,,,,,,,,,,,,,,,,Ripper Swarms are a unit that contains 3 models. It can contain 6 models (Power Rating 4) or 9 models (Power Rating 6). It is equipped with: Claws & Teeth.,,
7,,,,,,,,,,,,Claws & Teeth,Melee,Melee,User,8+,10+,,,
8,Troops,Termagants,"6""",4+,4+,2,2,4,10+,10,2,,,,,,,"Hail of Living Ammunition: If this unit contains 30 models, re-roll wound rolls of 1 for attacks made with ranged weapons by this unit.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Termagants","per 20 models (Power Rating 4): It can contain 20 models (Power Rating 4); per 30 models (Power Rating 7): 30 models (Power Rating 7); per 10 models (Power Rating +1 for each 10 models this unit contains): Instead of Fleshborers, this unit can be equipped with Spinefists (Power Rating +1 for each 10 models this unit contains).; per 10 models (Power Rating +2 for each 10 models this unit contains): Instead of Fleshborers, this unit can be equipped with Devourers (Power Rating +2 for each 10 models this unit contains)."
8,,,"6""",4+,4+,4,4,4,10+,20,4,,,,,,,,,
8,,,"6""",4+,4+,6,6,4,10+,30,7,,,,,,,,,
8,,,,,,,,,,,,,,,,,,Termagants are a unit that contains 10 models. It can contain 20 models (Power Rating 4) or 30 models (Power Rating 7). It is equipped with: Fleshborers; Termagant Melee Weapons.,,
8,,,,,,,,,,,,,,,,,,"Instead of Fleshborers, this unit can be equipped with Spinefists (Power Rating +1 for each 10 models this unit contains).",,
8,,,,,,,,,,,,,,,,,,"Instead of Fleshborers, this unit can be equipped with Devourers (Power Rating +2 for each 10 models this unit contains).",,
8,,,,,,,,,,,,Fleshborers,Small Arms,"12""",User,7+,9+,,,
8,,,,,,,,,,,,Spinefists,Small Arms,"12""",x2,8+,10+,,,
8,,,,,,,,,,,,Devourers,Small Arms,"18""",x3,7+,9+,,,
8,,,,,,,,,,,,Termagant Melee Weapons,Melee,Melee,User,8+,10+,,,
9,Elites,Genestealers,"9""",3+,4+,1,1,7,9+,5,5,,,,,,,Infiltrators,"Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Genestealers","per 15 models (Power Rating 9): It can contain 10 models (Power Rating 9), 15 models (Power Rating 13); per 15 models (Power Rating 13): It can contain 10 models (Power Rating 9), 15 models (Power Rating 13); per 20 models (Power Rating 17): 20 models (Power Rating 17)"
9,,,"9""",3+,4+,2,2,7,9+,10,9,,,,,,,,,
9,,,"9""",3+,4+,4,3,7,9+,15,13,,,,,,,,,
9,,,"9""",3+,4+,5,4,7,9+,20,17,,,,,,,,,
9,,,,,,,,,,,,,,,,,,"Genestealers are a unit that contains 5 models. It can contain 10 models (Power Rating 9), 15 models (Power Rating 13) or 20 models (Power Rating 17). It is equipped with: Genestealer Melee Weapons.",,
9,,,,,,,,,,,,Genestealer Melee Weapons,Melee,Melee,x3,6+,8+,,,
10,Elites,Hive Guard,"5""",4+,3+,1,2,5,8+,3,5,,,,,,,,"Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Hive Guard","per 6 models (Power Rating 10): It can contain 6 models (Power Rating 10); per Unit: Instead of Impaler Cannons, this unit can be equipped with Shockcannons."
10,,,"5""",4+,3+,2,4,5,8+,6,10,,,,,,,,,
10,,,,,,,,,,,,,,,,,,Hive Guard are a unit that contains 3 models. It can contain 6 models (Power Rating 10). It is equipped with: Impaler Cannons; Forelimbs.,,
10,,,,,,,,,,,,,,,,,,"Instead of Impaler Cannons, this unit can be equipped with Shockcannons.",,
10,,,,,,,,,,,,Impaler Cannons,Small Arms,"36""",User,4+,7+,Barrage,,
10,,,,,,,,,,,,Shockcannons,Small Arms,"24""",User,7+,5+,,,
10,,,,,,,,,,,,Forelimbs,Melee,Melee,User,9+,9+,,,
11,Elites,Lictor,"9""",2+,4+,1,1,7,10+,1,3,,,,,,,"Deep Strike, Stealth","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Lictor",
11,,,,,,,,,,,,,,,,,,A Lictor is a unit that contains 1 model. It is equipped with: Flesh Hooks; Grasping Talons.,,
11,,,,,,,,,,,,Flesh Hooks,Small Arms,"6""",User,8+,9+,,,
11,,,,,,,,,,,,Grasping Talons,Melee,Melee,User,6+,8+,,,
12,Elites,Neurothrope,"5""",4+,3+,1,1,7,6+,1,5,,,,,,,"Warp Field: Roll D12s when making saving throws for this unit, irrespective of the size of the blast markers next to it.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Fly, Psyker, Character, Infantry, Zoanthrope, Synapse Creature, Neurothrope",
12,,,,,,,,,,,,,,,,,,A Neurothrope is a unit that contains 1 model. It is equipped with: Spirit Leech; Claws & Teeth.,,
12,,,,,,,,,,,,Spirit Leech,Small Arms,"18""",User,8+,8+,Witchfire,,
12,,,,,,,,,,,,Claws & Teeth,Melee,Melee,User,8+,10+,,,
13,Elites,Tyrant Guard,"7""",3+,4+,2,2,4,6+,3,5,,,,,,,"Shieldwall: At the start of the Damage phase, you can select one friendly <Hive Fleet> Hive Tyrant unit that has at least one blast marker next to it and is within 6"" of this unit. Remove up to D3 blast markers from that Hive Tyrant unit and place them next to this unit.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Tyrant Guard",per 6 models (Power Rating 10): It can contain 6 models (Power Rating 10)
13,,,"7""",3+,4+,4,4,4,6+,6,10,,,,,,,,,
13,,,,,,,,,,,,,,,,,,Tyrant Guard are a unit that contains 3 models. It can contain 6 models (Power Rating 10). It is equipped with: Tyrant Guard Melee Weapons.,,
13,,,,,,,,,,,,Tyrant Guard Melee Weapons,Melee,Melee,x2,4+,8+,,,
14,Elites,Venomthropes,"5""",4+,4+,1,2,4,10+,3,4,,,,,,,"Shrouding Spores: Friendly Light <Hive Fleet> and Heavy <Hive Fleet> units have the Stealth ability whilst they are within 6"" of this unit. If this unit contains 6 models, the range of this ability is increased by 3"".
Toxic Miasma: At the end of the Action phase, roll one D6 for each unit within 6"" of any enemy units with this ability; on a 6 place one blast marker next to the unit being rolled for.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Fly, Venomthropes",per 6 models (Power Rating 8): It can contain 6 models (Power Rating 8)
14,,,"5""",4+,4+,2,4,4,10+,6,8,,,,,,,,,
14,,,,,,,,,,,,,,,,,,Venomthropes are a unit that contains 3 models. It can contain 6 models (Power Rating 8). It is equipped with: Toxic Lashes (Ranged); Toxic Lashes (Melee).,,
14,,,,,,,,,,,,Toxic Lashes (Ranged),Small Arms,"6""",User,5+,9+,,,
14,,,,,,,,,,,,Toxic Lashes (Melee),Melee,Melee,x2,5+,9+,,,
15,Elites,Zoanthropes,"5""",4+,3+,1,2,7,6+,3,5,,,,,,,"Warp Field: Roll D12s when making saving throws for this unit, irrespective of the size of the blast markers next to it.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Fly, Psyker, Synapse Creature, Zoanthropes",per 6 models (Power Rating 10): It can contain 6 models (Power Rating 10)
15,,,"5""",4+,3+,2,4,7,6+,6,10,,,,,,,,,
15,,,,,,,,,,,,,,,,,,Zoanthropes are a unit that contains 3 models. It can contain 6 models (Power Rating 10). It is equipped with: Warp Blast; Zoanthrope Melee Weapons.,,
15,,,,,,,,,,,,Warp Blast,Small Arms,"24""",User,4+,4+,Witchfire,,
15,,,,,,,,,,,,Zoanthrope Melee Weapons,Melee,Melee,User,10+,10+,,,
16,Elites,Pyrovores,"5""",4+,4+,1,1,4,8+,1,3,,,,,,,"Acid Blood: When a blast marker is placed next to this unit, if it is in base contact with any enemy units, select one of those units and roll one D6. On a 4+ place one blast marker next to that unit.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Pyrovores",per 2 models (Power Rating 5): It can contain 2 models (Power Rating 5); per 3 models (Power Rating 7): 3 models (Power Rating 7)
16,,,"5""",4+,4+,2,2,4,8+,2,5,,,,,,,,,
16,,,"5""",4+,4+,3,3,4,8+,3,7,,,,,,,,,
16,,,,,,,,,,,,,,,,,,Pyrovores are a unit that contains 1 model. It can contain 2 models (Power Rating 5) or 3 models (Power Rating 7). It is equipped with: Flamespurt; Acid Maw.,,
16,,,,,,,,,,,,Flamespurt,Heavy,"10""",User,4+,8+,Inferno,,
16,,,,,,,,,,,,Acid Maw,Melee,Melee,User,5+,8+,,,
17,Elites,Haruspex,"7""",4+,4+,2,3,4,6+,1,8,,,,,,,"Acid Blood: When a blast marker is placed next to this unit, if it is in base contact with any enemy units, select one of those units and roll one D6. On a 4+ place one blast marker next to that unit.
Rapacious Hunger: When an enemy Light unit is destroyed whilst in base contact with this unit, if this unit has at least one damage marker next to it, remove one damage marker from this unit.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Haruspex",
17,,,,,,,,,,,,,,,,,,A Haruspex is a unit that contains 1 model. It is equipped with: Grasping Tongue; Ravenous Maw; Shovelling Claws.,,
17,,,,,,,,,,,,Grasping Tongue,Small Arms,"12""",1,7+,9+,,,
17,,,,,,,,,,,,Ravenous Maw,Melee,Melee,x2,6+,9+,,,
17,,,,,,,,,,,,Shovelling Claws,Melee,Melee,1,5+,4+,,,
18,Fast,Gargoyles,"12""",4+,4+,2,2,4,10+,10,4,,,,,,,"Deep Strike
Hail of Living Ammunition: If this unit contains 30 models, re-roll wound rolls of 1 for attacks made with ranged weapons by this unit.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Fly, Gargoyles",per 20 models (Power Rating 8): It can contain 20 models (Power Rating 8); per 30 models (Power Rating 12): 30 models (Power Rating 12)
18,,,"12""",4+,4+,4,4,4,10+,20,8,,,,,,,,,
18,,,"12""",4+,4+,6,6,4,10+,30,12,,,,,,,,,
18,,,,,,,,,,,,,,,,,,Gargoyles are a unit that contains 10 models. It can contain 20 models (Power Rating 8) or 30 models (Power Rating 12). It is equipped with: Fleshborers; Blinding Venom.,,
18,,,,,,,,,,,,Fleshborers,Small Arms,"12""",User,7+,9+,,,
18,,,,,,,,,,,,Blinding Venom,Melee,Melee,User,7+,9+,,,
19,Fast,Raveners,"12""",3+,4+,1,2,4,10+,3,5,,,,,,,Deep Strike,"Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Raveners",per 6 models (Power Rating 10): It can contain 6 models (Power Rating 10); per 9 models (Power Rating 15): 9 models (Power Rating 15)
19,,,"12""",3+,4+,2,4,4,10+,6,10,,,,,,,,,
19,,,"12""",3+,4+,3,6,4,10+,9,15,,,,,,,,,
19,,,,,,,,,,,,,,,,,,Raveners are a unit that contains 3 models. It can contain 6 models (Power Rating 10) or 9 models (Power Rating 15). It is equipped with: Ravener Ranged Weapons; Ravener Melee Weapons.,,
19,,,,,,,,,,,,Ravener Ranged Weapons,Small Arms,"18""",User,7+,9+,,,
19,,,,,,,,,,,,Ravener Melee Weapons,Melee,Melee,x2,6+,8+,,,
20,Fast,Spore Mines,"3""",-,-,-,1,8,12+,3,2,,,,,,,"Deep Strike
Living Bombs: Morale tests taken for this unit are automatically passed.
Floating Death: After a Move action (made by any unit), if this unit is within 3"" of an enemy unit, roll one D6 for each model in this unit. For each 3+ place one blast marker next to the closest enemy unit. Then, this unit is destroyed.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Fly, Spore Mines",per 6 models (Power Rating 4): It can contain 6 models (Power Rating 4); per 9 models (Power Rating 6): 9 models (Power Rating 6).
20,,,"3""",-,-,-,2,8,12+,6,4,,,,,,,,,
20,,,"3""",-,-,-,3,8,12+,9,6,,,,,,,,,
20,,,,,,,,,,,,,,,,,,Spore Mines are a unit that contains 3 models. It can contain 6 models (Power Rating 4) or 9 models (Power Rating 6).,,
21,Heavy,Biovores,"5""",4+,4+,1,1,4,8+,1,2,,,,,,,,"Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Light, Infantry, Biovores",per 2 models (Power Rating 4): It can contain 2 models (Power Rating 4); per 3 models (Power Rating 6): 3 models (Power Rating 6)
21,,,"5""",4+,4+,2,2,4,8+,2,4,,,,,,,,,
21,,,"5""",4+,4+,3,3,4,8+,3,6,,,,,,,,,
21,,,,,,,,,,,,,,,,,,Biovores are a unit that contains 1 model. It can contain 2 models (Power Rating 4) or 3 models (Power Rating 6). It is equipped with: Spore Mine Launcher; Close Combat Weapons.,,
21,,,,,,,,,,,,Spore Mine Launcher,Small Arms,"48""",User,6+,6+,Barrage,,
21,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
22,Heavy,Carnifex,"7""",3+,4+,2,2,4,6+,1,5,,,,,,,"Chitin Thorns: At the end of the Action phase, roll a D6 for each unit within 6"" of any enemy units with Chitin Thorns; on a 6 place one blast marker next to the unit being rolled for.
Monstrous Brood: Each Heavy Support slot in a Detachment allows you to take up to three of this unit in your army, instead of one. Each unit taken for a single Heavy Support slot must be placed at the same time and within 6"" of each other unit taken for the same slot the first time they are set up.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Carnifex","per Unit: Instead of Carnifex Melee Weapons, this unit can be equipped with one of the following: Deathspitters with Slimer Maggots; Devourers with Brainleech Worms.; per Unit: Instead of 1 Heavy Venom Cannon, this unit can be equipped with one of the following: Carnifex Melee Weapons; Deathspitters with Slimer Maggots; Devourers with Brainleech Worms; Stranglethorn Cannon.; per Unit (Power Rating +1): This unit can also be equipped with Spine Banks (Power Rating +1).; per Unit (Power Rating +1): This unit can have Enhanced Senses (Power Rating +1); per Unit (Power Rating +1): This unit can have Chitin Thorns (Power Rating +1)"
22,,,,,,,,,,,,,,,,,,A Carnifex is a unit that contains 1 model. It is equipped with: Heavy Venom Cannon; Carnifex Jaws; Carnifex Melee Weapons.,,
22,,,,,,,,,,,,,,,,,,"Instead of Carnifex Melee Weapons, this unit can be equipped with one of the following: Deathspitters with Slimer Maggots; Devourers with Brainleech Worms.",,
22,,,,,,,,,,,,,,,,,,"Instead of 1 Heavy Venom Cannon, this unit can be equipped with one of the following: Carnifex Melee Weapons; Deathspitters with Slimer Maggots; Devourers with Brainleech Worms; Stranglethorn Cannon.",,
22,,,,,,,,,,,,,,,,,,This unit can also be equipped with Spine Banks (Power Rating +1).,,
22,,,,,,,,,,,,,,,,,,"This unit can have Enhanced Senses (Power Rating +1). If this unit has Enhanced Senses, it has a Ballistic Skill of 3+.",,
22,,,,,,,,,,,,,,,,,,"This unit can have Chitin Thorns (Power Rating +1). If this unit has Chitin Thorns, it has the following additional abilities: Chitin Thorns.",,
22,,,,,,,,,,,,Deathspitters with Slimer Maggots,Heavy,"24""",2,5+,8+,,,
22,,,,,,,,,,,,Devourers with Brainleech Worms,Heavy,"18""",3,6+,9+,,,
22,,,,,,,,,,,,Heavy Venom Cannon,Heavy,"36""",1,8+,4+,,,
22,,,,,,,,,,,,Spine Banks,Heavy,"6""",1,7+,9+,,,
22,,,,,,,,,,,,Stranglethorn Cannon,Heavy,"36""",1,4+,8+,,,
22,,,,,,,,,,,,Carnifex Jaws,Melee,Melee,User,11+,11+,,,
22,,,,,,,,,,,,Carnifex Melee Weapons,Melee,Melee,User,6+,5+,,,
23,Heavy,Exocrine,"6""",4+,4+,1,3,4,6+,1,10,,,,,,,"Weapon Beast: When this unit makes a Shoot action, if it has remained stationary this turn, double the Attacks characteristic of its Bio-plasmic Cannon for that action.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Exocrine",
23,,,,,,,,,,,,,,,,,,An Exocrine is a unit that contains 1 model. It is equipped with: Bio-plasmic Cannon; Powerful Limbs.,,
23,,,,,,,,,,,,Bio-plasmic Cannon,Heavy,"36""",3,4+,6+,,,
23,,,,,,,,,,,,Powerful Limbs,Melee,Melee,User,8+,8+,,,
24,Heavy,Screamer-Killer,"7""",3+,4+,1,2,4,6+,1,6,,,,,,,"Terror Troops
Monstrous Brood: Each Heavy Support slot in a Detachment allows you to take up to three of this unit in your army, instead of one. Each unit taken for a single Heavy Support slot must be placed at the same time and within 6"" of each other unit taken for the same slot the first time they are set up.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Carnifex, Screamer-Killer",
24,,,,,,,,,,,,,,,,,,A Screamer-Killer is a unit that contains 1 model. It is equipped with: Bio-plasmic Scream; Screamer-Killer Talons.,,
24,,,,,,,,,,,,Bio-plasmic Scream,Heavy,"18""",2,7+,7+,,,
24,,,,,,,,,,,,Screamer-Killer Talons,Melee,Melee,x2,5+,6+,,,
25,Heavy,Toxicrene,"8""",3+,4+,1,3,5,6+,1,8,,,,,,,"Hypertoxic Miasma: At the end of the Action phase, roll one D6 for each unit within 6"" of any enemy units with this ability; on a 5+ place one blast marker next to the unit being rolled for.
Acid Blood: When a blast marker is placed next to this unit, if it is in base contact with any enemy units, select one of those units and roll one D6. On a 4+ place one blast marker next to that unit.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Toxicrene",
25,,,,,,,,,,,,,,,,,,A Toxicrene is a unit that contains 1 model. It is equipped with: Choking Spores; Massive Toxic Lashes (Ranged); Massive Toxic Lashes (Melee).,,
25,,,,,,,,,,,,Choking Spores,Small Arms,"12""",User,6+,9+,,,
25,,,,,,,,,,,,Massive Toxic Lashes (Ranged),Small Arms,"8""",x2,5+,8+,,,
25,,,,,,,,,,,,Massive Toxic Lashes (Melee),Melee,Melee,x2,5+,8+,,,
26,Heavy,Trygon,"9""",3+,4+,3,3,5,6+,1,10,,,,,,,Deep Strike,"Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Trygon",
26,,,,,,,,,,,,,,,,,,A Trygon is a unit that contains 1 model. It is equipped with: Bio-electric Pulse; Massive Scything Talons.,,
26,,,,,,,,,,,,Bio-electric Pulse,Heavy,"12""",2,7+,9+,,,
26,,,,,,,,,,,,Massive Scything Talons,Melee,Melee,User,5+,7+,,,
27,Heavy,Tyrannofex,"6""",4+,4+,1,3,5,6+,1,11,,,,,,,"Weapon Beast: When this unit makes a Shoot action, if it has remained stationary this turn, double the Attacks characteristic of its Acid Spray, Fleshborer Hive, Rupture Cannon and Stinger Salvo for that action.","Tyranids, Tyranid Hive Fleets, <Hive Fleet>
Heavy, Monster, Tyrannofex","per Unit: Instead of 1 Acid Spray, this unit can be equipped with one of the following: 1 Fleshborer Hive; 1 Rupture Cannon."
27,,,,,,,,,,,,,,,,,,A Tyrannofex is a unit that contains 1 model. It is equipped with: Acid Spray; Stinger Salvo; Powerful Limbs.,,
27,,,,,,,,,,,,,,,,,,"Instead of 1 Acid Spray, this unit can be equipped with one of the following: 1 Fleshborer Hive; 1 Rupture Cannon.",,
27,,,,,,,,,,,,Acid Spray,Heavy,"18""",2,5+,8+,Inferno,,
27,,,,,,,,,,,,Fleshborer Hive,Heavy,"18""",5,4+,9+,,,
27,,,,,,,,,,,,Rupture Cannon,Heavy,"48""",3,9+,4+,,,
27,,,,,,,,,,,,Stinger Salvo,Heavy,"24""",1,7+,9+,,,
27,,,,,,,,,,,,Powerful Limbs,Melee,Melee,User,8+,8+,,,
