No,Type,Name,M,WS,BS,A,W,Ld,Sv,N,Pt,Weapon,Type,Rng,A,SAP,SAT,Abilties,Keywords,Options
9,Elites,Incubi,"7""",3+,3+,1,1,7,6+,5,4,,,,,,,"Tormentors: If the result of a Morale test taken for an enemy unit within 6"" of any Incubi units from your army is equal to the Leadership value of that enemy unit, that Morale test is failed.","Aeldari, Drukhari, Incubi, Incubi
Light, Infantry",
9,,,"7""",3+,3+,2,2,7,6+,10,8,,,,,,,,,
9,,,,,,,,,,,,Klaives,Melee,Melee,x3,5+,9+,,,
10,Elites,Mandrakes,"8""",3+,3+,1,1,6,9+,5,4,,,,,,,"Deep Strike, Stealth","Aeldari, Drukhari
Light, Infantry, Mandrakes",
10,,,"8""",3+,3+,2,2,6,9+,10,7,,,,,,,,,
10,,,,,,,,,,,,Baleblasts,Small Arms,"18""",User,6+,9+,,,
10,,,,,,,,,,,,Glimmersteel Blades,Melee,Melee,User,6+,9+,,,
11,Elites,Hand of Archon,"7""",3+,3+,1,1,6,8+,5,3,,,,,,,,"Aeldari, Drukhari, <Kabal>
Light, Infantry, Hand of the Archon","per 10 models (Power Rating 8): It can contain 10 models (Power Rating 8); per weapon (Power Rating +1 per weapon): For every 5 models this unit contains, up to 2 models can be equipped with 1 Blaster (Power Rating +1 per weapon).; per weapon (Power Rating +1 per weapon): For every 5 models this unit contains, up to 1 model can be equipped with 1 Dark Lance (Power Rating +1 per weapon).; per Unit: Up to 1 model in this unit can be equipped with 1 Power Weapon."
11,,,"7""",3+,3+,2,2,6,8+,10,6,,,,,,,,,
11,,,,,,,,,,,,,,,,,,Hand of the Archon are a unit that contains 5 models. It can contain 10 models (Power Rating 8). It is equipped with: Splinter Rifles; Close Combat Weapons.,,
11,,,,,,,,,,,,,,,,,,"For every 5 models this unit contains, up to 2 models can be equipped with 1 Blaster (Power Rating +1 per weapon).",,
11,,,,,,,,,,,,,,,,,,"For every 5 models this unit contains, up to 1 model can be equipped with 1 Dark Lance (Power Rating +1 per weapon).",,
11,,,,,,,,,,,,,,,,,,Up to 1 model in this unit can be equipped with 1 Power Weapon.,,
11,,,,,,,,,,,,Splinter Rifles,Small Arms,"24""",User,5+,12+,Rapid Fire,,
11,,,,,,,,,,,,Blaster,Heavy,"18""",1,9+,5+,,,
11,,,,,,,,,,,,Dark Lance,Heavy,"36""",1,9+,5+,,,
11,,,,,,,,,,,,Power Weapon,Melee,Melee,User,6+,7+,,,
11,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,x2,7+,9+,,,
12,Elites,Court of the Archon,"8""",3+,3+,1,1,6,8+,4,4,,,,,,,"Ignore Damage (6+)
Court of the Archon: You can re-roll hit rolls for attacks made by this unit whilst it is within 3"" of any friendly <Kabal> Archon units. This unit does not take up a slot in a Detachment that includes any <Kabal> Archon units.
Cold-blooded Bodyguard: At the start of the Damage phase, you can select one friendly <Kabal> Archon unit that has at least one blast marker next to it and is within 3"" of this unit. Remove up to D3 blast markers from that Archon unit and place them next to this unit.","Aeldari, Drukhari, <Kabal>
Light, Infantry, Court of the Archon",
12,,,,,,,,,,,,,,,,,,Court of the Archon is a unit that contains 4 models representing a combined Court of the Archon retinue.,,
12,,,,,,,,,,,,Combat Weapons,Melee,Melee,x3,6+,9+,,,
13,Elites,Beastmaster,"12""",3+,3+,1,1,5,10+,1,2,,,,,,,"Beastmaster: Re-roll hit rolls of 1 for attacks made by friendly Drukhari Beast units whilst they are within 6"" of this unit. Friendly Drukhari Beast units can use this unit's Leadership characteristic instead of their own whilst they are within 6"" of this unit. Drukhari Beast units do not take up slots in a Detachment that contains any units with this ability.","Aeldari, Drukhari, <Wych Cult>
Light, Infantry, Fly, Skyboard, Beastmaster",
13,,,,,,,,,,,,Agoniser,Melee,Melee,User,6+,12+,,,
14,Fast,Scourges with Shard Carbines,"14""",3+,3+,1,1,6,7+,5,4,,,,,,,Deep Strike,"Aeldari, Drukhari
Light, Infantry, Fly, Scourges",per 10 models (Power Rating 10): It can contain 10 models (Power Rating 10)
14,,,"14""",3+,3+,2,2,6,7+,10,10,,,,,,,,,
14,,,,,,,,,,,,,,,,,,Scourges with Shard Carbines are a unit that contains 5 models. It can contain 10 models (Power Rating 10). It is equipped with: Shardcarbines; Close Combat Weapons.,,
14,,,,,,,,,,,,Shardcarbines,Small Arms,"18""",x2,5+,12+,,,
14,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
14,,,,,,,,,,,,Splinter Rifles,Small Arms,"24""",1,5+,12+,Rapid Fire,,
15,Fast,Clawed Fiends,"10""",4+,-,1,1,4,9+,1,2,,,,,,,"Berserk Rage: This unit does not suffer the penalty for being critically damaged. Whilst this unit has any damage markers next to it, add 1 to its Attacks Characteristic.","Aeldari, Drukhari
Light, Beast, Clawed Fiends",
15,,,"10""",4+,-,3,3,4,9+,3,5,,,,,,,,,
15,,,"10""",4+,-,6,6,4,9+,6,10,,,,,,,,,
15,,,,,,,,,,,,Clawed Fists,Melee,Melee,x2,6+,9+,,,
16,Fast,Hellions,"14""",3+,3+,1,1,6,9+,5,5,,,,,,,"Hit and Run: Whilst this unit Falls Back, double its Move characteristic. When this unit Falls Back, it can finish that Move action in base contact with enemy models.","Aeldari, Drukhari, <Wych Cult>
Light, Infantry, Fly, Skyboard, Hellions",
16,,,"14""",3+,3+,2,2,6,9+,10,9,,,,,,,,,
16,,,"14""",3+,3+,3,3,6,9+,15,13,,,,,,,,,
16,,,"14""",3+,3+,4,4,6,9+,20,17,,,,,,,,,
16,,,,,,,,,,,,Splinter Pods,Small Arms,"18""",x2,5+,12+,,,
16,,,,,,,,,,,,Hellglaives,Melee,Melee,x2,6+,8+,,,
17,Fast,Khymerae,"10""",3+,-,1,1,4,9+,4,1,,,,,,,,"Aeldari, Drukhari, Daemon
Light, Beast, Khymerae",
17,,,"10""",3+,-,2,2,4,9+,8,2,,,,,,,,,
17,,,"10""",3+,-,3,3,4,9+,12,3,,,,,,,,,
17,,,,,,,,,,,,Claws & Talons,Melee,Melee,User,7+,9+,,,
18,Fast,Razorwing Flocks,"12""",4+,-,2,1,4,10+,3,2,,,,,,,,"Aeldari, Drukhari
Light, Beast, Fly, Swarm, Razorwing Flocks",
18,,,"12""",4+,-,4,2,4,10+,6,4,,,,,,,,,
18,,,"12""",4+,-,6,3,4,10+,9,6,,,,,,,,,
18,,,"12""",4+,-,8,4,4,10+,12,8,,,,,,,,,
18,,,,,,,,,,,,Razor Feathers,Melee,Melee,User,7+,9+,,,
19,Fast,Reavers,"20""",3+,3+,1,1,6,8+,3,4,,,,,,,,"Aeldari, Drukhari, <Wych Cult>
Light, Biker, Fly, Reavers","per weapon (Power Rating +1 per weapon): For every 3 models this unit contains, it can also be equipped with one of the following (Power Rating +1 per weapon): 1 Blaster; 1 Heat Lance."
19,,,"20""",3+,3+,2,2,6,8+,6,8,,,,,,,,,
19,,,"20""",3+,3+,3,3,6,8+,9,12,,,,,,,,,
19,,,"20""",3+,3+,4,4,6,8+,12,16,,,,,,,,,
19,,,,,,,,,,,,,,,,,,"For every 3 models this unit contains, it can also be equipped with one of the following (Power Rating +1 per weapon): 1 Blaster; 1 Heat Lance.",,
19,,,,,,,,,,,,Blaster,Heavy,"18""",1,10+,5+,,,
19,,,,,,,,,,,,Heat Lance,Heavy,"18""",1,9+,6+,,,
19,,,,,,,,,,,,Splinter Rifles,Small Arms,"24""",User,5+,12+,Rapid Fire,,
19,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
20,Heavy,Cronos,"8""",4+,3+,2,2,7,5+,1,5,,,,,,,"Pain Engines: Each Heavy Support slot in a Detachment allows you to take up to three of this unit in your army, instead of one. Each unit taken for a single Heavy Support slot must be placed at the same time and within 6"" of each other unit taken for the same slot the first time they are set up.
Spirit Probe: Re-roll wound rolls of 1 for attacks made with melee weapons by friendly Drukhari units whilst they are within 6"" of this unit.","Aeldari, Drukhari, <Haemonculus Coven>
Heavy, Monster, Fly, Cronos",per Unit (Power Rating +1): This unit can also be equipped with 1 Spirit Vortex (Power Rating +1).
20,,,,,,,,,,,,,,,,,,This unit can also be equipped with 1 Spirit Vortex (Power Rating +1).,,
20,,,,,,,,,,,,Spirit Syphon,Heavy,"8""",1,6+,9+,Inferno,,
20,,,,,,,,,,,,Spirit Vortex,Heavy,"18""",1,6+,9+,,,
20,,,,,,,,,,,,Spirit Leech Tentacles,Melee,Melee,User,7+,9+,,,
21,Heavy,Ravager,"14""",4+,3+,1,2,5,7+,1,7,,,,,,,"Hover: Distances are measured to and from this unit's hull, even though it has a base.","Aeldari, Drukhari, <Kabal>
Heavy, Vehicle, Fly, Ravager",per Unit: Instead of 1 Dark Lance this unit can be equipped with 1 Disintegrator Cannon.; per Unit: Instead of 2 Dark Lances this unit can be equipped with 2 Disintegrator Cannons.; per Unit: Instead of 3 Dark Lances this unit can be equipped with 3 Disintegrator Cannons.
21,,,,,,,,,,,,,,,,,,Instead of 1 Dark Lance this unit can be equipped with 1 Disintegrator Cannon.,,
21,,,,,,,,,,,,,,,,,,Instead of 2 Dark Lances this unit can be equipped with 2 Disintegrator Cannons.,,
21,,,,,,,,,,,,,,,,,,Instead of 3 Dark Lances this unit can be equipped with 3 Disintegrator Cannons.,,
21,,,,,,,,,,,,Dark Lance,Heavy,"36""",1,10+,5+,,,
21,,,,,,,,,,,,Disintegrator Cannon,Heavy,"36""",1,5+,10+,,,
21,,,,,,,,,,,,Bladevanes,Melee,Melee,User,10+,11+,,,
22,Heavy,Reaper,"14""",4+,3+,1,3,5,7+,1,7,,,,,,,"Hover: Distances are measured to and from this unit's hull, even though it has a base.","Aeldari, Drukhari, <Kabal>
Heavy, Vehicle, Fly, Reaper",
22,,,,,,,,,,,,,,,,,,A Reaper is a unit that contains 1 model. It is equipped with: Storm Vortex Projector; Scythevanes.,,
22,,,,,,,,,,,,Storm Vortex Projector,Heavy,"36""",3,7+,7+,,,
22,,,,,,,,,,,,Bladevanes,Melee,Melee,User,10+,11+,,,
23,Heavy,Scourges with Heavy Weapons,"14""",3+,3+,1,1,6,7+,5,6,,,,,,,Deep Strike,"Aeldari, Drukhari
Light, Infantry, Fly, Scourges",per 10 models (Power Rating 10): It can contain 10 models (Power Rating 10); per Unit: This unit can also be equipped with up to four of the following in any combination (Power Rating +2 per Shredder or Splinter Cannon; Power Rating +1 per other weapon): 1 Blaster; 1 Dark Lance; 1 Haywire Blaster; 1 Heat Lance; 1 Shredder; 1 Splinter Cannon.
23,,,"14""",3+,3+,2,2,6,7+,10,12,,,,,,,,,
23,,,,,,,,,,,,,,,,,,Scourges with Heavy Weapons are a unit that contains 5 models. It can contain 10 models (Power Rating 10). It is equipped with: Close Combat Weapons.,,
23,,,,,,,,,,,,,,,,,,This unit can also be equipped with up to four of the following in any combination (no additional points): 1 Blaster; 1 Dark Lance; 1 Haywire Blaster; 1 Heat Lance; 1 Shredder; 1 Splinter Cannon.,,
23,,,,,,,,,,,,Blaster,Heavy,"18""",1,10+,5+,,,
23,,,,,,,,,,,,Dark Lance,Heavy,"36""",1,10+,5+,,,
23,,,,,,,,,,,,Haywire Blaster,Heavy,"24""",1,12+,4+,,,
23,,,,,,,,,,,,Heat Lance,Heavy,"18""",1,9+,6+,,,
23,,,,,,,,,,,,Shredder,Heavy,"12""",2,6+,8+,,,
23,,,,,,,,,,,,Splinter Cannon,Heavy,"36""",1,5+,12+,Rapid Fire,,
23,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
24,Heavy,Talos,"8""",3+,4+,2,2,6,5+,1,7,,,,,,,"Pain Engines: Each Heavy Support slot in a Detachment allows you to take up to three of this unit in your army, instead of one. Each unit taken for a single Heavy Support slot must be placed at the same time and within 6"" of each other unit taken for the same slot the first time they are set up.","Aeldari, Drukhari, <Haemonculus Coven>
Heavy, Monster, Fly, Talos","per Unit: Instead of 2 Splinter Cannons, this unit can be equipped with one of the following: 2 Haywire Blasters; 2 Heat Lances; 1 Stinger Pod.; per Unit: Instead of 1 Gruesome Combat Weapon, this unit can be equipped with 1 Twin Liquifier Gun."
24,,,,,,,,,,,,,,,,,,"Instead of 2 Splinter Cannons, this unit can be equipped with one of the following: 2 Haywire Blasters; 2 Heat Lances; 1 Stinger Pod.",,
24,,,,,,,,,,,,,,,,,,"Instead of 1 Gruesome Combat Weapon, this unit can be equipped with 1 Twin Liquifier Gun.",,
24,,,,,,,,,,,,Haywire Blaster,Heavy,"24""",1,12+,4+,,,
24,,,,,,,,,,,,Heat Lance,Heavy,"18""",1,9+,6+,,,
24,,,,,,,,,,,,Splinter Cannon,Heavy,"36""",1,5+,12+,Rapid Fire,,
24,,,,,,,,,,,,Stinger Pod,Heavy,"18""",3,5+,12+,,,
24,,,,,,,,,,,,Twin Liquifier Gun,Heavy,"8""",2,7+,10+,Inferno,,
24,,,,,,,,,,,,Gruesome Combat Weapon,Melee,Melee,User,7+,7+,,,
25,Air,Raven Strike Fighter,"20-72""",6+,3+,1,2,5,7+,1,10,,,,,,,Supersonic,"Aeldari, Drukhari, <Kabal> or <Wych Cult>
Heavy, Vehicle, Fly, Aircraft, Raven Strike Fighter",
25,,,,,,,,,,,,,,,,,,A Raven Strike Fighter is a unit that contains 1 model. It is equipped with: 2 Dark Lances; Splinterstorm Cannon; Bladed Hull.,,
25,,,,,,,,,,,,Dark Lance,Heavy,"36""",1,10+,5+,,,
25,,,,,,,,,,,,Splinterstorm Cannon,Heavy,"36""",2,6+,12+,Rapid Fire,,
25,,,,,,,,,,,,Bladed Hull,Melee,Melee,User,9+,10+,,,
26,Air,Razorwing Jetfighter,"20-72""",6+,3+,1,2,5,7+,1,10,,,,,,,Supersonic,"Aeldari, Drukhari, <Kabal> or <Wych Cult>
Heavy, Vehicle, Fly, Aircraft, Razorwing Jetfighter","per Unit: Instead of 2 Disintegrator Cannons, this unit can be equipped with 2 Dark Lances.; per Unit: Instead of 1 Twin Splinter Rifle, this unit can be equipped with 1 Splinter Cannon."
26,,,,,,,,,,,,,,,,,,"Instead of 2 Disintegrator Cannons, this unit can be equipped with 2 Dark Lances.",,
26,,,,,,,,,,,,,,,,,,"Instead of 1 Twin Splinter Rifle, this unit can be equipped with 1 Splinter Cannon.",,
26,,,,,,,,,,,,Dark Lance,Heavy,"36""",1,10+,5+,,,
26,,,,,,,,,,,,Disintegrator Cannon,Heavy,"36""",1,5+,10+,,,
26,,,,,,,,,,,,Razorwing Missiles,Heavy,"48""",1,7+,7+,,,
26,,,,,,,,,,,,Splinter Cannon,Heavy,"36""",1,5+,12+,Rapid Fire,,
26,,,,,,,,,,,,Twin Splinter Rifle,Small Arms,"24""",User,5+,12+,Rapid Fire,,
26,,,,,,,,,,,,Bladed Wings,Melee,Melee,User,10+,11+,,,
27,Air,Voidraven Bomber,"20-72""",6+,3+,1,2,5,7+,1,10,,,,,,,Supersonic,"Aeldari, Drukhari, <Kabal> or <Wych Cult>
Heavy, Vehicle, Fly, Aircraft, Voidraven Bomber",per Unit (Power Rating +1): This unit can also be equipped with Voidraven Missiles (Power Rating +1).
27,,,,,,,,,,,,,,,,,,A Voidraven Bomber is a unit that contains 1 model. It is equipped with: 2 Void Lances; Dark Scythe; Bladed Wings.,,
27,,,,,,,,,,,,,,,,,,This unit can also be equipped with Voidraven Missiles (Power Rating +1).,,
27,,,,,,,,,,,,Dark Scythe,Heavy,"24""",1,4+,9+,,,
27,,,,,,,,,,,,Void Lance,Heavy,"36""",1,9+,4+,,,
27,,,,,,,,,,,,Voidraven Missiles,Heavy,"48""",1,7+,7+,,,
27,,,,,,,,,,,,Bladed Wings,Melee,Melee,User,10+,11+,,,
28,Transport,Raider,"14""",4+,3+,1,2,5,7+,1,6,,,,,,,"Open-topped
Hover: Distances are measured to and from this unit's hull, even though it has a base.
TRANSPORT: This unit can transport up to 10 friendly Drukhari Infantry models. Each Grotesque model takes the space of 2 other Infantry models. It cannot transport Scourge or Skyboard units.","Aeldari, Drukhari, <Kabal> or <Wych Cult> or <Haemonculus Coven>
Heavy, Vehicle, Fly, Transport, Raider","per Unit: Instead of 1 Dark Lance, this unit can be equipped with 1 Disintegrator Cannon."
28,,,,,,,,,,,,,,,,,,"Instead of 1 Dark Lance, this unit can be equipped with 1 Disintegrator Cannon.",,
28,,,,,,,,,,,,Dark Lance,Heavy,"36""",1,10+,5+,,,
28,,,,,,,,,,,,Disintegrator Cannon,Heavy,"36""",1,5+,10+,,,
28,,,,,,,,,,,,Bladevanes,Melee,Melee,User,10+,11+,,,
29,Transport,Venom,"16""",4+,3+,1,1,5,6+,1,6,,,,,,,"Open-topped
Hover: Distances are measured to and from this unit's hull, even though it has a base.
TRANSPORT: This unit can transport up to 5 friendly Drukhari Infantry models. It cannot transport Grotesque, Scourge or Skyboard units.","Aeldari, Drukhari, <Kabal> or <Wych Cult> or <Haemonculus Coven>
Heavy, Vehicle, Fly, Transport, Venom","per Unit: Instead of 1 Twin Splinter Rifle, this unit can be equipped with 1 Splinter Cannon."
29,,,,,,,,,,,,,,,,,,"Instead of 1 Twin Splinter Rifle, this unit can be equipped with 1 Splinter Cannon.",,
29,,,,,,,,,,,,Splinter Cannon,Heavy,"36""",1,5+,12+,Rapid Fire,,
29,,,,,,,,,,,,Twin Splinter Rifle,Small Arms,"24""",User,5+,12+,Rapid Fire,,
29,,,,,,,,,,,,Bladevanes,Melee,Melee,User,10+,11+,,,
30,Lord,Tantalus,"16""",4+,3+,2,4,5,6+,1,16,,,,,,,"Open-topped
Hover: Distances are measured to and from this unit's hull, even though it has a base.
TRANSPORT: This unit can transport up to 21 friendly Drukhari Infantry models. Each Grotesque model takes the space of 2 other Infantry models. It cannot transport Scourge or Skyboard units.","Aeldari, Drukhari, <Kabal> or <Wych Cult> or <Haemonculus Coven>
Heavy, Vehicle, Fly, Transport, Tantalus",
30,,,,,,,,,,,,,,,,,,A Tantalus is a unit that contains 1 model. It is equipped with: 2 Pulse-disintegrators; Dire Scythe Blade.,,
30,,,,,,,,,,,,Pulse-disintegrator,Heavy,"36""",4,7+,7+,,,
30,,,,,,,,,,,,Dire Scythe Blade,Melee,Melee,User,6+,10+,,,
31,Lord,Asdrubael Vect,"14""",2+,3+,2,4,8,5+,1,20,,,,,,,"Hover: Distances are measured to and from this unit's hull, even though it has a base.
Lord of Commoragh: When taken, this unit is always the Warlord, and if the majority of your army in points is Drukhari, he is your Warmaster.
Master of the Gates: Once per battle, at the end of any phase, this unit can be removed from the battlefield and placed into Tactical Reserves.","Aeldari, Drukhari, Kabal of the Black Heart
Heavy, Vehicle, Fly, Character, Ravager, Asdrubael Vect",
31,,,,,,,,,,,,,,,,,,Asdrubael Vect is a unit that contains 1 model aboard a modified Ravager. It is equipped with: 3 Dark Lances; Disintegrator Cannon; Splinterstorm Cannon; Scepter of the Dark City; Bladevanes.,,
31,,,,,,,,,,,,,,,,,,You can only include one of this unit in your army.,,
31,,,,,,,,,,,,Dark Lance,Heavy,"36""",1,9+,5+,,,
31,,,,,,,,,,,,Obsidian Orbs (Ranged),Heavy,"12""",2,3+,10+,Destroyer,,
31,,,,,,,,,,,,Splinterstorm Cannon,Heavy,"36""",2,6+,12+,Rapid Fire,,
31,,,,,,,,,,,,Obsidian Orbs (Melee),Melee,Melee,2,3+,10+,Destroyer,,
31,,,,,,,,,,,,Retinue Weaponry,Melee,Melee,4,6+,8+,,,
32,Lord,Webway Gate,-,-,-,-,3,-,5+,1,6,,,,,,,"Shimmering Arrival: When this unit is set up on the battlefield, it can be set up anywhere that is more than 12"" away from your opponent's deployment zone and any enemy units, and more than 3"" away from any other terrain features or the centre of any objective markers.
Webway Gate: This unit is never Out of Command: an Out of Command marker is never placed next to it. When measuring distances to and from this unit, measure to and from the closest point of this unit. This unit cannot be affected by Command Assets or other units' abilities. If a Webway Gate is destroyed, remove both pieces from the battlefield.
Webway Strike: After this unit is set up on the battlefield, any friendly Aeldari units, other than Fortifications, that have not already been set up can be set up in a webway spar as Tactical Reserves instead of being set up on the battlefield. In the Set Up Reinforcements step, one unit in a webway spar can emerge from each friendly Webway Gate as reinforcements; a unit emerging from a Webway Gate must be set up wholly within 3"" of that Webway Gate and more than 9"" away from any enemy units. No more than half the total number of units in your army can be set up in Tactical Reserves.","Aeldari
Heavy, Vehicle, Building, Webway Gate",
