No,Type,Name,M,WS,BS,A,W,Ld,Sv,N,Pt,Weapon,Type,Rng,A,SAP,SAT,Abilties,Keywords,Options
3,,,,,,,,,,,,,,,,,,"- Terminator Armour (Power Rating +2). Move 5"", Save 4+, Deep Strike, keyword Terminator.",,
3,,,,,,,,,,,,,,,,,,"- Bike (Power Rating +1). Move 14"", keyword Biker; loses keyword Infantry.",,
3,,,,,,,,,,,,Force Weapon,Melee,Melee,User,7+,8+,,,
4,HQ,Chaplain,"6""",2+,3+,1,1,7,5+,1,5,,,,,,,"Litanies of Hate: You can re-roll hit rolls for attacks made with melee weapons by friendly <Chapter> units whilst they are within 6"" of this unit.
Spiritual Leader: Friendly <Chapter> units can use this unit's Leadership characteristic instead of their own whilst they are within 6"" of this unit.","Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Character, Priest, Chaplain",per Unit: This unit can have one of the following:.; per Unit (Power Rating +2): Jump Pack (Power Rating +2); per Unit (Power Rating +2): Terminator Armour (Power Rating +2); per Unit (Power Rating +1): Bike (Power Rating +1)
4,,,,,,,,,,,,,,,,,,This unit can have one of the following:,,
4,,,,,,,,,,,,,,,,,,"- Jump Pack (Power Rating +2). Move 12"", Deep Strike, keywords Jump Pack, Fly.",,
4,,,,,,,,,,,,,,,,,,"- Terminator Armour (Power Rating +2). Move 5"", Save 4+, Deep Strike, keyword Terminator.",,
4,,,,,,,,,,,,,,,,,,"- Bike (Power Rating +1). Move 14"", keyword Biker; loses keyword Infantry.",,
4,,,,,,,,,,,,Crozius Arcanum,Melee,Melee,User,7+,8+,,,
6,Troops,Tactical Marines,"6""",3+,3+,2,2,7,6+,5,6,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Tactical Squad","per 10 models (Power Rating +1): If this unit contains 10 models, it can also be equipped with one of the following (Power Rating +1): Grav-cannon; Heavy Bolter; Lascannon; Missile Launcher; Multi-melta; Plasma Cannon."
6,,,"6""",3+,3+,2,2,7,6+,5,6,,,,,,,,,
6,,,"6""",3+,3+,4,4,7,6+,10,12,,,,,,,,,
6,,,,,,,,,,,,,,,,,,"If this unit contains 10 models, it can also be equipped with one of the following (Power Rating +1): Grav-cannon; Heavy Bolter; Lascannon; Missile Launcher; Multi-melta; Plasma Cannon.",,
6,,,,,,,,,,,,Grav-cannon,Heavy,"24""",1,8+,6+,,,
6,,,,,,,,,,,,Heavy Bolter,Heavy,"36""",1,7+,9+,,,
6,,,,,,,,,,,,Lascannon,Heavy,"48""",1,10+,5+,,,
6,,,,,,,,,,,,Missile Launcher,Heavy,"48""",1,7+,7+,,,
6,,,,,,,,,,,,Multi-melta,Heavy,"24""",1,10+,4+,,,
6,,,,,,,,,,,,Plasma Cannon,Heavy,"36""",1,7+,7+,Supercharge,,
6,,,,,,,,,,,,Boltguns,Small Arms,"24""",User,7+,9+,Rapid Fire,,
6,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
7,Troops,Scouts,"6""",3+,3+,2,2,7,6+,5,6,,,,,,,Infiltrators,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Scout, Scout Squad","per Unit (Power Rating +1): This unit can also be equipped with one of the following (Power Rating +1): Heavy Bolter; Missile Launcher.; per Unit (Power Rating +1): Instead of Scout Weapons and Combat Knives, this unit can be equipped with Sniper Rifles and Close Combat Weapons (Power Rating +1)"
7,,,"6""",3+,3+,2,2,7,6+,5,6,,,,,,,,,
7,,,"6""",3+,3+,4,4,7,6+,10,12,,,,,,,,,
7,,,,,,,,,,,,,,,,,,This unit can also be equipped with one of the following (Power Rating +1): Heavy Bolter; Missile Launcher.,,
7,,,,,,,,,,,,,,,,,,"Instead of Scout Weapons and Combat Knives, this unit can be equipped with Sniper Rifles and Close Combat Weapons (Power Rating +1). If it is, it has Stealth.",,
7,,,,,,,,,,,,Heavy Bolter,Heavy,"36""",1,7+,9+,,,
7,,,,,,,,,,,,Missile Launcher,Heavy,"48""",1,7+,7+,,,
7,,,,,,,,,,,,Scout Weapons,Small Arms,"24""",User,7+,9+,,,
7,,,,,,,,,,,,Sniper Rifles,Small Arms,"36""",User,7+,9+,Sniper,,
7,,,,,,,,,,,,Combat Knives,Melee,Melee,User,6+,9+,,,
7,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
8,Troops,Intercessors,"6""",3+,3+,2,2,7,6+,5,6,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Primaris, Intercessor Squad",
8,,,"6""",3+,3+,2,2,7,6+,5,6,,,,,,,,,
8,,,"6""",3+,3+,4,4,7,6+,10,12,,,,,,,,,
8,,,,,,,,,,,,Bolt Rifles,Small Arms,"30""",User,5+,8+,Rapid Fire,,
8,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
5,Elites,Techmarine,"6""",3+,2+,1,1,6,4+,1,5,,,,,,,"Blessing of the Omnissiah: At the end of the Action phase, this unit can attempt to repair one friendly <Chapter> Vehicle unit in base contact with it. If it does, roll one D6; on a 4+ remove one damage marker from that Vehicle unit. Only one attempt to repair each unit can be made each turn.","Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Character, Techmarine",per Unit: This unit can have one of the following:.; per Unit (Power Rating +2): Jump Pack (Power Rating +2); per Unit (Power Rating +1): Bike (Power Rating +1); per Unit (Power Rating +1): This unit can have a Servo-harness (Power Rating +1)
5,,,,,,,,,,,,,,,,,,This unit can have one of the following:,,
5,,,,,,,,,,,,,,,,,,"- Jump Pack (Power Rating +2). Move 12"", Deep Strike, keywords Jump Pack, Fly.",,
5,,,,,,,,,,,,,,,,,,"- Bike (Power Rating +1). Move 14"", keyword Biker; loses keyword Infantry.",,
5,,,,,,,,,,,,,,,,,,"This unit can have a Servo-harness (Power Rating +1). If it has a Servo-harness, Attacks 2 and it is also equipped with 1 Flamer & Plasma Cutter.",,
5,,,,,,,,,,,,Flamer & Plasma Cutter,Heavy,"12""",1,8+,9+,Inferno,,
5,,,,,,,,,,,,Servo-arm & Power Weapon,Melee,Melee,User,9+,8+,,,
9,Elites,Vanguard Veterans,"6""",3+,3+,2,2,7,6+,5,10,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Vanguard Veteran Squad","per 10 models (Power Rating +2 for 5 models, or Power Rating +4 for 10 models): This unit can have Jump Packs (Power Rating +2 for 5 models, or Power Rating +4 for 10 models)"
9,,,"6""",3+,3+,2,2,7,6+,5,10,,,,,,,,,
9,,,"6""",3+,3+,4,4,7,6+,10,20,,,,,,,,,
9,,,,,,,,,,,,,,,,,,"This unit can have Jump Packs (Power Rating +2 for 5 models, or Power Rating +4 for 10 models). If this unit has Jump Packs, Move 12"", Deep Strike, keywords Jump Pack, Fly.",,
9,,,,,,,,,,,,Bolt Pistols,Small Arms,"12""",User,7+,9+,,,
9,,,,,,,,,,,,Vanguard Weapons,Melee,Melee,x3,6+,8+,,,
10,Elites,Veteran Squad,"6""",3+,3+,2,2,7,6+,5,5,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Sternguard Veteran Squad",per weapon (Power Rating +1 per weapon): This unit can also be equipped with up to two of the following in any combination (Power Rating +1 per weapon): Grav-cannon; Heavy Bolter; Heavy Flamer; Lascannon; Missile Launcher; Multi-melta; Plasma Cannon.
10,,,"6""",3+,3+,2,2,7,6+,5,5,,,,,,,,,
10,,,"6""",3+,3+,4,4,7,6+,10,10,,,,,,,,,
10,,,,,,,,,,,,,,,,,,This unit can also be equipped with up to two of the following in any combination (Power Rating +1 per weapon): Grav-cannon; Heavy Bolter; Heavy Flamer; Lascannon; Missile Launcher; Multi-melta; Plasma Cannon.,,
10,,,,,,,,,,,,Grav-cannon,Heavy,"24""",1,8+,6+,,,
10,,,,,,,,,,,,Heavy Bolter,Heavy,"36""",1,7+,9+,,,
10,,,,,,,,,,,,Heavy Flamer,Heavy,"8""",1,6+,9+,Inferno,,
10,,,,,,,,,,,,Lascannon,Heavy,"48""",1,10+,5+,,,
10,,,,,,,,,,,,Missile Launcher,Heavy,"48""",1,7+,7+,,,
10,,,,,,,,,,,,Multi-melta,Heavy,"24""",1,10+,4+,,,
10,,,,,,,,,,,,Plasma Cannon,Heavy,"36""",1,7+,7+,Supercharge,,
10,,,,,,,,,,,,Special Issue Boltguns,Small Arms,"30""",User,6+,9+,Rapid Fire,,
10,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,x2,7+,9+,,,
11,Elites,Terminator Squad,"5""",3+,3+,2,2,7,6+,5,11,,,,,,,Deep Strike,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Terminator, Terminator Squad","per weapon (Power Rating +1 per weapon): For every 5 models this unit contains, it can also be equipped with one of the following (Power Rating +1 per weapon): Assault Cannon; Cyclone Missile Launcher; Heavy Flamer; Reaper Autocannon."
11,,,"5""",3+,3+,2,2,7,6+,5,11,,,,,,,,,
11,,,"5""",3+,3+,4,4,7,6+,10,21,,,,,,,,,
11,,,,,,,,,,,,,,,,,,"For every 5 models this unit contains, it can also be equipped with one of the following (Power Rating +1 per weapon): Assault Cannon; Cyclone Missile Launcher; Heavy Flamer; Reaper Autocannon.",,
11,,,,,,,,,,,,Assault Cannon,Heavy,"24""",2,6+,8+,,,
11,,,,,,,,,,,,Cyclone Missile Launcher,Heavy,"36""",2,7+,7+,,,
11,,,,,,,,,,,,Heavy Flamer,Heavy,"8""",1,6+,9+,Inferno,,
11,,,,,,,,,,,,Reaper Autocannon,Heavy,"36""",2,8+,8+,,,
11,,,,,,,,,,,,Storm Bolters,Small Arms,"24""",User,7+,9+,Rapid Fire,,
11,,,,,,,,,,,,Terminator Power Weapons,Melee,Melee,User,6+,6+,,,
12,Elites,Terminator Assault Squad,"5""",3+,3+,2,2,7,6+,5,9,,,,,,,Deep Strike,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Terminator, Terminator Assault Squad","per Unit (Power Rating +1): Instead of Lightning Claws, this unit can be equipped with Thunder Hammers and have Storm Shields (Power Rating +1)"
12,,,"5""",3+,3+,2,2,7,6+,5,9,,,,,,,,,
12,,,"5""",3+,3+,4,4,7,6+,10,18,,,,,,,,,
12,,,,,,,,,,,,,,,,,,"Instead of Lightning Claws, this unit can be equipped with Thunder Hammers and have Storm Shields (Power Rating +1). If this unit has Storm Shields, Save 3+.",,
12,,,,,,,,,,,,Lightning Claws,Melee,Melee,x2,7+,8+,,,
12,,,,,,,,,,,,Thunder Hammers,Melee,Melee,User,6+,6+,,,
13,Elites,Apothecary,"6""",3+,3+,1,1,6,6+,1,4,,,,,,,"Narthecium: At the end of the Action phase, this unit can attempt to heal one friendly <Chapter> Light unit in base contact with it. If it does, roll one D6; on a 4+ remove one damage marker from that Light unit. Only one attempt to heal each unit can be made each turn.","Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Character, Apothecary",per Unit (Power Rating +1): This unit can have a Bike (Power Rating +1)
13,,,,,,,,,,,,,,,,,,"This unit can have a Bike (Power Rating +1). If it has a Bike, Move 14"", keyword Biker; loses keyword Infantry.",,
13,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,9+,9+,,,
14,Elites,Honour Guard,"6""",3+,3+,2,2,7,4+,5,5,,,,,,,"Honour Guard: At the start of the Damage phase, you can select one friendly <Chapter> Light Character unit that has at least one blast marker next to it and is within 6"" of this unit. Remove up to D3 blast markers from that Character unit and place them next to this unit.","Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Honour Guard",
14,,,,,,,,,,,,Honoured Weapons,Melee,Melee,User,7+,8+,,,
15,Fast,Assault Squad,"6""",3+,3+,2,2,7,6+,5,6,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Assault Squad","per Unit (Power Rating +2): This unit can have Jump Packs (Power Rating +2); per 5 models: For every 5 models this unit contains, it can also be equipped with 1 Eviscerator."
15,,,"6""",3+,3+,2,2,7,6+,5,6,,,,,,,,,
15,,,"6""",3+,3+,4,4,7,6+,10,12,,,,,,,,,
15,,,,,,,,,,,,,,,,,,"This unit can have Jump Packs (Power Rating +2). If it has Jump Packs, Move 12"", Deep Strike, keywords Jump Pack, Fly.",,
15,,,,,,,,,,,,,,,,,,"For every 5 models this unit contains, it can also be equipped with 1 Eviscerator.",,
15,,,,,,,,,,,,Bolt Pistols,Small Arms,"12""",User,7+,9+,,,
15,,,,,,,,,,,,Chainswords,Melee,Melee,x2,7+,9+,,,
15,,,,,,,,,,,,Eviscerator,Melee,Melee,1,8+,8+,,,
16,Fast,Bike Squad,"14""",3+,3+,2,2,7,6+,3,11,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Light, Biker, Bike Squad",per Unit (Power Rating +1): This unit can contain 1 Attack Bike model (Power Rating +1)
16,,,"14""",3+,3+,4,4,7,6+,6,22,,,,,,,,,
16,,,"14""",3+,3+,6,6,7,6+,9,33,,,,,,,,,
16,,,,,,,,,,,,,,,,,,"This unit can contain 1 Attack Bike model (Power Rating +1). If it has an Attack Bike, add 1 to Wounds and equip Heavy Bolter or Multi-melta.",,
16,,,,,,,,,,,,Heavy Bolter,Heavy,"36""",1,7+,9+,,,
16,,,,,,,,,,,,Multi-melta,Heavy,"24""",1,10+,4+,,,
16,,,,,,,,,,,,Twin Boltguns,Small Arms,"24""",x2,7+,9+,Rapid Fire,,
16,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
17,Fast,Landspeeders,"16""",3+,3+,1,1,5,6+,1,4,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Fly, Land Speeders","per Unit: For each model, must also be equipped with one of: Heavy Bolter; Multi-melta.; per Unit: For each model, can also be equipped with one of: Assault Cannon; Heavy Flamer; Typhoon Missile Launcher."
17,,,"16""",3+,3+,2,2,5,6+,2,8,,,,,,,,,
17,,,"20""",3+,3+,3,3,5,6+,3,12,,,,,,,,,
17,,,,,,,,,,,,,,,,,,"For each model, must also be equipped with one of: Heavy Bolter; Multi-melta.",,
17,,,,,,,,,,,,,,,,,,"For each model, can also be equipped with one of: Assault Cannon; Heavy Flamer; Typhoon Missile Launcher.",,
17,,,,,,,,,,,,Assault Cannon,Heavy,"24""",2,6+,8+,,,
17,,,,,,,,,,,,Heavy Bolter,Heavy,"36""",1,7+,9+,,,
17,,,,,,,,,,,,Heavy Flamer,Heavy,"8""",1,6+,9+,Inferno,,
17,,,,,,,,,,,,Multi-melta,Heavy,"24""",1,10+,4+,,,
17,,,,,,,,,,,,Typhoon Missile Launcher,Heavy,"48""",2,7+,7+,,,
17,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,9+,10+,,,
18,Fast,Scout Bike Squad,"16""",3+,3+,2,2,6,7+,3,10,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Light, Biker, Scout Bike Squad",
18,,,"16""",3+,3+,4,4,7,6+,6,20,,,,,,,,,
18,,,"16""",3+,3+,6,6,7,6+,9,30,,,,,,,,,
18,,,,,,,,,,,,Twin Boltguns,Small Arms,"24""",x2,7+,9+,Rapid Fire,,
18,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
19,Fast,Inceptor Squad,"10""",3+,3+,2,2,6,5+,3,12,,,,,,,Deep Strike,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Fly, Jump Pack, Primaris, Mk X Gravis, Inceptor Squad","per Unit: Instead of Assault Bolters, this unit can be equipped with Plasma Exterminators."
19,,,"10""",3+,3+,4,4,7,6+,6,24,,,,,,,,,
19,,,,,,,,,,,,,,,,,,"Instead of Assault Bolters, this unit can be equipped with Plasma Exterminators.",,
19,,,,,,,,,,,,Assault Bolters,Small Arms,"18""",x2,7+,9+,,,
19,,,,,,,,,,,,Plasma Exterminators,Small Arms,"18""",User,5+,6+,Supercharge,,
19,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
20,Heavy,Devastator Squad,"6""",3+,3+,2,2,7,6+,5,6,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Devastator Squad",per weapon (Power Rating +1 per weapon): This unit can also be equipped with up to four Heavy weapons in any combination (Power Rating +1 per weapon).
20,,,"6""",3+,3+,2,2,7,6+,5,6,,,,,,,,,
20,,,"6""",3+,3+,4,4,7,6+,10,12,,,,,,,,,
20,,,,,,,,,,,,,,,,,,This unit can also be equipped with up to four Heavy weapons in any combination (Power Rating +1 per weapon).,,
20,,,,,,,,,,,,,,,,,,"If this unit contains 10 models or is not equipped with any Heavy weapons, it is also equipped with Boltguns.",,
20,,,,,,,,,,,,Grav-cannon,Heavy,"24""",1,8+,6+,,,
20,,,,,,,,,,,,Heavy Bolter,Heavy,"36""",1,7+,9+,,,
20,,,,,,,,,,,,Lascannon,Heavy,"48""",1,10+,5+,,,
20,,,,,,,,,,,,Missile Launcher,Heavy,"48""",1,7+,7+,,,
20,,,,,,,,,,,,Multi-melta,Heavy,"24""",1,10+,4+,,,
20,,,,,,,,,,,,Plasma Cannon,Heavy,"36""",1,7+,7+,Supercharge,,
20,,,,,,,,,,,,Boltguns,Small Arms,"24""",User,7+,9+,Rapid Fire,,
20,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
21,Heavy,Hellblaster Squad,"6""",3+,3+,2,2,7,6+,5,12,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Light, Infantry, Primaris, Hellblaster Squad",
21,,,"6""",3+,3+,2,2,7,6+,5,12,,,,,,,,,
21,,,"6""",3+,3+,4,4,7,6+,10,24,,,,,,,,,
21,,,,,,,,,,,,Plasma Incinerators,Heavy,"30""",User,5+,6+,"Rapid Fire, Supercharge",,
21,,,,,,,,,,,,Close Combat Weapons,Melee,Melee,User,7+,9+,,,
22,Heavy,Dreadnought,"6""",3+,3+,2,2,6,6+,1,7,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Dreadnought",per Unit: Instead of Assault Cannon: Heavy Plasma Cannon; Multi-melta; Twin Autocannon; Twin Heavy Bolter; Twin Heavy Flamer; Twin Lascannon.; per Unit: Instead of Dreadnought Combat Weapon and Storm Bolter: Armoured Feet and Missile Launcher or Twin Autocannon.; per Unit: Instead of Storm Bolter: Heavy Flamer.
22,,,,,,,,,,,,,,,,,,Default: Assault Cannon; Storm Bolter; Dreadnought Combat Weapon.,,
22,,,,,,,,,,,,,,,,,,Instead of Assault Cannon: Heavy Plasma Cannon; Multi-melta; Twin Autocannon; Twin Heavy Bolter; Twin Heavy Flamer; Twin Lascannon.,,
22,,,,,,,,,,,,,,,,,,Instead of Dreadnought Combat Weapon and Storm Bolter: Armoured Feet and Missile Launcher or Twin Autocannon.,,
22,,,,,,,,,,,,,,,,,,Instead of Storm Bolter: Heavy Flamer.,,
22,,,,,,,,,,,,Assault Cannon,Heavy,"24""",2,6+,8+,,,
22,,,,,,,,,,,,Heavy Flamer,Heavy,"8""",1,6+,9+,Inferno,,
22,,,,,,,,,,,,Heavy Plasma Cannon,Heavy,"36""",1,7+,7+,Supercharge,,
22,,,,,,,,,,,,Missile Launcher,Heavy,"48""",1,7+,7+,,,
22,,,,,,,,,,,,Multi-melta,Heavy,"24""",1,10+,4+,,,
22,,,,,,,,,,,,Twin Autocannon,Heavy,"48""",2,8+,8+,,,
22,,,,,,,,,,,,Twin Heavy Bolter,Heavy,"36""",2,7+,9+,,,
22,,,,,,,,,,,,Twin Heavy Flamer,Heavy,"8""",2,6+,9+,Inferno,,
22,,,,,,,,,,,,Twin Lascannon,Heavy,"48""",2,10+,5+,,,
22,,,,,,,,,,,,Storm Bolter,Small Arms,"24""",1,9+,10+,Rapid Fire,,
22,,,,,,,,,,,,Armoured Feet,Melee,Melee,User,9+,10+,,,
22,,,,,,,,,,,,Dreadnought Combat Weapon,Melee,Melee,User,6+,6+,,,
23,Heavy,Venerable Dreadnought,"6""",2+,2+,2,2,6,6+,1,8,,,,,,,Ignore Damage (6+),"Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Dreadnought, Venerable Dreadnought",per Unit: Instead of Assault Cannon: Heavy Plasma Cannon; Multi-melta; Twin Heavy Flamer; Twin Lascannon.; per Unit: Instead of Dreadnought Combat Weapon and Storm Bolter: Armoured Feet and Missile Launcher or Twin Autocannon.; per Unit: Instead of Storm Bolter: Heavy Flamer.
23,,,,,,,,,,,,,,,,,,Instead of Assault Cannon: Heavy Plasma Cannon; Multi-melta; Twin Heavy Flamer; Twin Lascannon.,,
23,,,,,,,,,,,,,,,,,,Instead of Dreadnought Combat Weapon and Storm Bolter: Armoured Feet and Missile Launcher or Twin Autocannon.,,
23,,,,,,,,,,,,,,,,,,Instead of Storm Bolter: Heavy Flamer.,,
23,,,,,,,,,,,,Assault Cannon,Heavy,"24""",2,6+,8+,,,
23,,,,,,,,,,,,Heavy Flamer,Heavy,"8""",1,6+,9+,Inferno,,
23,,,,,,,,,,,,Heavy Plasma Cannon,Heavy,"36""",1,7+,7+,Supercharge,,
23,,,,,,,,,,,,Missile Launcher,Heavy,"48""",1,7+,7+,,,
23,,,,,,,,,,,,Multi-melta,Heavy,"24""",1,10+,4+,,,
23,,,,,,,,,,,,Twin Autocannon,Heavy,"48""",2,8+,8+,,,
23,,,,,,,,,,,,Twin Heavy Bolter,Heavy,"36""",2,7+,9+,,,
23,,,,,,,,,,,,Twin Heavy Flamer,Heavy,"8""",2,6+,9+,Inferno,,
23,,,,,,,,,,,,Twin Lascannon,Heavy,"48""",2,10+,5+,,,
23,,,,,,,,,,,,Storm Bolter,Small Arms,"24""",1,9+,10+,Rapid Fire,,
23,,,,,,,,,,,,Armoured Feet,Melee,Melee,User,9+,10+,,,
23,,,,,,,,,,,,Dreadnought Combat Weapon,Melee,Melee,User,6+,6+,,,
24,Heavy,Predator,"12""",6+,3+,1,2,6,6+,1,7,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Predator",per Unit: Instead of Predator Autocannon: Twin Lascannon.; per Unit (Power Rating +2): 2 Lascannons (Power Rating +2).
24,,,,,,,,,,,,,,,,,,Default: Predator Autocannon; Armoured Tracks.,,
24,,,,,,,,,,,,,,,,,,Instead of Predator Autocannon: Twin Lascannon.,,
24,,,,,,,,,,,,,,,,,,Can also be equipped with 2 Heavy Bolters or 2 Lascannons (Power Rating +2).,,
24,,,,,,,,,,,,Heavy Bolter,Heavy,"36""",1,7+,9+,,,
24,,,,,,,,,,,,Lascannon,Heavy,"48""",1,10+,5+,,,
24,,,,,,,,,,,,Predator Autocannon,Heavy,"48""",2,7+,7+,,,
24,,,,,,,,,,,,Twin Lascannon,Heavy,"48""",2,10+,5+,,,
24,,,,,,,,,,,,Armoured Tracks,Melee,Melee,User,10+,10+,,,
25,Heavy,Whirlwind,"12""",6+,3+,1,2,6,6+,1,6,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Whirlwind",
25,,,,,,,,,,,,Whirlwind Rocket Launcher,Heavy,"72""",2,6+,8+,Barrage,,
25,,,,,,,,,,,,Armoured Tracks,Melee,Melee,User,10+,10+,,,
26,Heavy,Vindicator,"10""",6+,3+,1,2,6,5+,1,9,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Vindicator",per Unit (Power Rating +1): This unit can have a Siege Shield (Power Rating +1)
26,,,,,,,,,,,,,,,,,,"This unit can have a Siege Shield (Power Rating +1). If it has a Siege Shield, Save 4+.",,
26,,,,,,,,,,,,Demolisher Cannon,Heavy,"24""",2,6+,6+,Destroyer,,
26,,,,,,,,,,,,Armoured Tracks,Melee,Melee,User,10+,10+,,,
27,Heavy,Land Raider,"10""",5+,3+,2,3,7,4+,1,13,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Transport, Land Raider",per Unit (Power Rating +1): Can also be equipped with 1 Multi-melta (Power Rating +1).
27,,,,,,,,,,,,,,,,,,Can also be equipped with 1 Multi-melta (Power Rating +1).,,
27,,,,,,,,,,,,,,,,,,Transport: up to 10 friendly <Chapter> Infantry. Jump Pack/Terminator take 2 spaces; Centurion takes 3. Cannot transport Primaris.,,
27,,,,,,,,,,,,Multi-melta,Heavy,"24""",1,10+,4+,,,
27,,,,,,,,,,,,Twin Heavy Bolter,Heavy,"36""",2,7+,9+,,,
27,,,,,,,,,,,,Twin Lascannon,Heavy,"48""",2,10+,5+,,,
27,,,,,,,,,,,,Armoured Tracks,Melee,Melee,User,10+,10+,,,
30,Transport,Rhino,"12""",6+,3+,1,2,6,6+,1,5,,,,,,,,"Imperium, Adeptus Astartes, <Chapter>
Heavy, Vehicle, Transport, Rhino",
30,,,,,,,,,,,,,,,,,,"Transport: up to 10 friendly <Chapter> Infantry. Cannot transport Primaris, Terminator, Centurion or Jump Pack units.",,
30,,,,,,,,,,,,Storm Bolter,Small Arms,"24""",1,9+,10+,Rapid Fire,,
