No,Type,Name,M,WS,BS,A,W,Ld,Sv,N,Pt,Weapon,Type,Rng,A,SAP,SAT,Abilties,Keywords,Options
9,,,,,,,,,,,,,,,,,,"• Instead of 1 Thunderstrike Gauntlet, this unit can be equipped with one of the following: 1 Avenger Gatling Cannon and 1 Heavy Flamer; 1 Rapid-fire Battle Cannon and 1 Heavy Stubber; 1 Thermal Cannon.",,
9,,,,,,,,,,,,,,,,,,"• Instead of 1 Reaper Chainsword, this unit can be equipped with one of the following: 1 Avenger Gatling Cannon and 1 Heavy Flamer; 1 Rapid-fire Battle Cannon and 1 Heavy Stubber; 1 Thermal Cannon.",,
9,,,,,,,,,,,,,,,,,,"• Instead of 1 Heavy Stubber, this unit can be equipped with 1 Meltagun.",,
9,,,,,,,,,,,,,,,,,,"• If this unit is not equipped with any other melee weapons, it is also equipped with Titanic Feet.",,
9,,,,,,,,,,,,Avenger Gatling Cannon,Heavy,"36""",4,4+,8+,,,
9,,,,,,,,,,,,Heavy Flamer,Heavy,"8""",1,6+,9+,Inferno,,
9,,,,,,,,,,,,Heavy Stubber,Heavy,"36""",1,8+,10+,,,
9,,,,,,,,,,,,Ironstorm Missile Pod,Heavy,"72""",2,6+,9+,Barrage,,
9,,,,,,,,,,,,Meltagun,Heavy,"12""",1,11+,7+,,,
9,,,,,,,,,,,,Rapid-fire Battle Cannon,Heavy,"72""",4,6+,6+,,,
9,,,,,,,,,,,,Stormspear Rocket Pod,Heavy,"48""",1,6+,5+,,,
9,,,,,,,,,,,,Thermal Cannon,Heavy,"36""",2,6+,4+,Destroyer,,
9,,,,,,,,,,,,Twin Icarus Autocannon,Heavy,"48""",2,8+,8+,Anti-air,,
9,,,,,,,,,,,,Reaper Chainsword,Melee,Melee,User,5+,6+,Destroyer,,
9,,,,,,,,,,,,Thunderstrike Gauntlet,Melee,Melee,User,6+,5+,Destroyer,,
9,,,,,,,,,,,,Titanic Feet,Melee,Melee,User,7+,7+,,,
10,HQ,Knight Tyrant,"10""",4+,3+,4,6,7,5+,1,30,,,,,,,"Apocalyptic Destroyer: If a wound roll for an attack made with a weapon with this ability is successful, place four blast markers next to the target unit instead of one.
Dual Plasma Core Explosion: When this unit is destroyed, roll two D12 instead of one D12 to determine if it explodes, and it does so on any result of a 10+. When this unit explodes, place one blast marker next to every unit (excluding Super-heavy units) that is within 12"" of this unit instead of 6"".","Chaos, Chaos Knights, <Questor Traitoris>
Super-heavy, Titanic, Vehicle, Knight Tyrant","per Unit: • Instead of 1 Twin Siegebreaker Cannon, this unit can be equipped with 2 Shieldbreaker Missiles.; per Unit: • Instead of 1 Volcano Lance and 1 Plasma Decimator, this unit can be equipped with 1 Conflagration Cannon and 1 Thundercoil Harpoon."
10,,,,,,,,,,,,,,,,,,"• Instead of 1 Twin Siegebreaker Cannon, this unit can be equipped with 2 Shieldbreaker Missiles.",,
10,,,,,,,,,,,,,,,,,,"• Instead of 1 Volcano Lance and 1 Plasma Decimator, this unit can be equipped with 1 Conflagration Cannon and 1 Thundercoil Harpoon.",,
10,,,,,,,,,,,,Plasma Decimator,Heavy,"48""",2,6+,6+,Supercharge,,
10,,,,,,,,,,,,Conflagration Cannon,Heavy,"18""",4,4+,8+,Inferno,,
10,,,,,,,,,,,,Shieldbreaker Missile,Heavy,"48""",1,9+,5+,One Use Only,,
10,,,,,,,,,,,,Thundercoil Harpoon,Heavy,"12""",1,8+,2+,Apocalyptic Destroyer,,
10,,,,,,,,,,,,Twin Meltagun,Heavy,"12""",2,11+,4+,,,
10,,,,,,,,,,,,Twin Siegebreaker Cannon,Heavy,"48""",2,7+,7+,,,
10,,,,,,,,,,,,Volcano Lance,Heavy,"80""",2,10+,3+,Destroyer,,
10,,,,,,,,,,,,Titanic Feet,Melee,Melee,User,7+,7+,,,
11,HQ,Knight Desecrator,"12""",3+,3+,4,5,7,5+,1,21,,,,,,,"Taskmaster: Re-roll hit rolls of 1 for attacks made by friendly <Questor Traitoris> War Dog units whilst they are within 6"" of this unit.","Chaos, Chaos Knights, <Questor Traitoris>
Super-heavy, Titanic, Vehicle, Abhorrent Class, Knight Desecrator","per Unit: • Instead of 1 Reaper Chainsword, this unit can be equipped with 1 Thunderstrike Gauntlet."
11,,,,,,,,,,,,,,,,,,"• Instead of 1 Reaper Chainsword, this unit can be equipped with 1 Thunderstrike Gauntlet.",,
11,,,,,,,,,,,,Heavy Stubber,Heavy,"36""",1,8+,10+,,,
11,,,,,,,,,,,,Laser Destructor,Heavy,"60""",1,10+,3+,Destroyer,,
11,,,,,,,,,,,,Reaper Chainsword,Melee,Melee,User,5+,6+,Destroyer,,
11,,,,,,,,,,,,Thunderstrike Gauntlet,Melee,Melee,User,6+,5+,Destroyer,,
12,HQ,Knight Rampager,"12""",2+,3+,4,5,7,5+,1,19,,,,,,,,"Chaos, Chaos Knights, <Questor Traitoris>
Super-heavy, Titanic, Vehicle, Abhorrent Class, Knight Rampager",
12,,,,,,,,,,,,Heavy Stubber,Heavy,"36""",1,8+,10+,,,
12,,,,,,,,,,,,Reaper Chainsword,Melee,Melee,User,5+,6+,Destroyer,,
12,,,,,,,,,,,,Thunderstrike Gauntlet,Melee,Melee,User,6+,5+,Destroyer,,
